Codigo,DataVenda,CodFilial,CodCliente,NomeCliente,CidadeCliente,EstadoCliente,CodProduto,DescricaoProdutos,CodVendedor,NomeVendedor,ValorBruto,ValorLiquido,Desconto,Variação
425,2025-03-09 23:37:11,33,3388,MUNICIPIO DE CUIABA,Cuiabá,MT,258369,EIXO 48X48,1596,Mateus Carvalho,17150.97,15007.10,2143.87125,0.125
426,2025-05-05 01:45:26,35,3598,BIOVALENT PRODUTOS E EQUIP. LABORATORIAIS LTDA ME,Manaus,AM,951236,PORTA PALETE ,5859,Carlos Souza,9281.85,8121.62,1160.23125,0.125
427,2025-01-10 15:46:07,19,1958,LAB. PASTEUR LTDA,Rio de Janeiro,RJ,325874,SUPORTE PORTA,9897,Felipe Araújo,7352.47,6433.41,919.05875,0.125
428,2025-06-19 20:49:18,30,3089,VITAL SYSTEMS ,Salvador,BA,753698,PALETE PEQUENO,1478,Ricardo Almeida,13391.24,11717.34,1673.905,0.125
429,2025-01-25 13:42:56,11,1155,HEMOCLIN CLINICA HEMATOLOGICA LTDA,Florianópolis,SC,357412,PALETE MEDIO,3256,Letícia Moreira,10273.52,8989.33,1284.19,0.125
430,2025-01-01 18:13:52,12,1254,EXLAB - LABORATORIO DE ANALISES CLINICAS LTDA,Goiânia,GO,357896,PALETE GRANDE,5859,Carlos Souza,3094.23,2707.45,386.77875,0.125
431,2025-01-20 01:56:55,24,2488,A&C LABOR ASSIST. TECNICA HOSPITALAR LTDA ME,Teresina,PI,985214,REFRIGERADOR TS4,2425,Bruno Rodrigues,5626.77,4923.42,703.34625,0.125
432,2025-02-23 07:08:49,18,1887,LABORCENTER FRANCAII,João Pessoa,PB,985214,REFRIGERADOR TS4,1616,Lucas Cardoso,4919.59,4304.64,614.94875,0.125
433,2024-12-16 10:14:46,20,2098,QUIBASA - QUIMICA BASICA LTDA,Palmas,TO,123456,CARRO TRANSPORTE,1616,Lucas Cardoso,2962.34,2592.05,370.2925,0.125
434,2025-04-07 05:06:09,25,2589,HOREBE DIAGNOSTICA PROTUTOS LABORATORIAIS LTDA,Aracaju,SE,741852,GAVETA QUADRO,1616,Lucas Cardoso,20960.13,18340.11,2620.01625,0.125
435,2025-04-14 23:21:05,32,3287,VITALLIS DIAGNOSTICA LTDA,Belo Horizonte,MG,852963,MANOPLA TW12,4748,Thiago Nascimento,9805.45,8579.77,1225.68125,0.125
436,2025-02-12 04:38:04,27,2787,TATIANE FLORES,Brasília,DF,963852,MANOPLA TW24,3256,Letícia Moreira,20553.90,17984.66,2569.2375,0.125
437,2025-02-19 23:17:27,28,2888,LUIZ BATISTA EIRELI,Porto Velho,RO,852741,MANOPLA ZW64,2425,Bruno Rodrigues,5141.56,4498.87,642.695,0.125
438,2024-11-28 15:06:11,33,3388,MUNICIPIO DE CUIABA,Cuiabá,MT,963741,MANOPLA ZW90,1010,Maria Santos,11829.05,10350.42,1478.63125,0.125
439,2025-01-02 11:29:40,30,3089,VITAL SYSTEMS ,Salvador,BA,789456,EIXO 12X48,1616,Lucas Cardoso,11913.57,10424.37,1489.19625,0.125
440,2025-01-21 06:50:58,13,1315,LEMOS LAB. DE ANALISES CLINICAS S/S LTDA,Natal,RN,123798,EIXO 24X48,7539,Rafael Pereira,12787.14,11188.75,1598.3925,0.125
441,2025-03-01 19:20:57,13,1315,LEMOS LAB. DE ANALISES CLINICAS S/S LTDA,Natal,RN,147258,EIXO 36X48,2369,Mariana Dias,7867.17,6883.77,983.39625,0.125
442,2025-07-09 08:23:53,10,1012,LAB. DE ANALISES CLINICAS LORENA LTDA ME,Campinas,SP,258369,EIXO 48X48,4748,Thiago Nascimento,11212.52,9810.96,1401.565,0.125
443,2025-06-07 23:04:47,15,1599,HEMOLAB LAB. HEMAT. ANAL. CLINICAS,Macapá,AP,951236,PORTA PALETE ,5859,Carlos Souza,3193.62,2794.42,399.2025,0.125
444,2025-01-22 00:30:08,11,1155,HEMOCLIN CLINICA HEMATOLOGICA LTDA,Florianópolis,SC,325874,SUPORTE PORTA,1516,Beatriz Gomes,11700.20,10237.68,1462.525,0.125
445,2025-02-03 18:33:21,14,1488,SYNVIA LABORATÓRIOS E TOXICOLOGIA LTDA,Boa Vista,RR,753698,PALETE PEQUENO,1478,Ricardo Almeida,5065.15,4432.01,633.14375,0.125
446,2025-03-27 09:20:06,12,1254,TRANSPORTADORA 46 LTDA,Goiânia,GO,357412,PALETE MEDIO,7531,Pedro Costa,3266.77,2858.42,4646.34625,0.125
447,2025-04-18 03:27:43,32,3287,VITALLIS DIAGNOSTICA LTDA,Belo Horizonte,MG,357896,PALETE GRANDE,8521,Tatiana Lopes,16590.22,14516.44,2073.7775,0.125
448,2024-10-31 05:50:27,28,2888,LUIZ BATISTA EIRELI,Porto Velho,RO,985214,REFRIGERADOR TS4,1254,Larissa Barbosa,2767.79,2421.82,345.97375,0.125
449,2025-08-12 13:47:30,32,3287,VITALLIS DIAGNOSTICA LTDA,Belo Horizonte,MG,985214,REFRIGERADOR TS4,4748,Thiago Nascimento,5928.94,5187.82,741.1175,0.125
450,2025-02-13 11:39:53,36,3688,GL REPRESENTACOES,Vitória,ES,123456,CARRO TRANSPORTE,1010,Maria Santos,11839.97,10359.97,1479.99625,0.125
451,2024-12-05 12:46:41,17,1789,ANIMA CENTRO HOSPITALAR LTDA,Campo Grande,MS,741852,GAVETA QUADRO,4567,Camila Martins,11619.48,10167.05,1452.435,0.125
452,2025-03-01 07:01:10,14,1488,SYNVIA LABORATÓRIOS E TOXICOLOGIA LTDA,Boa Vista,RR,852963,MANOPLA TW12,4879,Vanessa Correia,4757.79,4163.07,594.72375,0.125
453,2025-07-22 18:47:46,19,1958,LAB. PASTEUR LTDA,Rio de Janeiro,RJ,963852,MANOPLA TW24,5514,Priscila Campos,11529.80,10088.58,1441.225,0.125
454,2024-09-12 18:30:22,29,2989,LBX PRODUTOS PARA LAB. LTDA,Maceió,AL,852741,MANOPLA ZW64,2425,Bruno Rodrigues,4212.89,3686.28,526.61125,0.125
455,2025-05-09 18:23:45,19,1958,LAB. PASTEUR LTDA,Rio de Janeiro,RJ,963741,MANOPLA ZW90,6568,Leandro Pinto,22631.74,19802.77,2828.9675,0.125
456,2024-12-30 01:05:55,24,2488,A&C LABOR ASSIST. TECNICA HOSPITALAR LTDA ME,Teresina,PI,789456,EIXO 12X48,1241,Gabriela Rocha,7064.33,6181.29,883.04125,0.125
457,2024-11-19 19:01:18,30,3089,VITAL SYSTEMS ,Salvador,BA,123798,EIXO 24X48,1254,Larissa Barbosa,10625.80,9297.58,1328.225,0.125
458,2025-03-20 01:02:13,14,1488,SYNVIA LABORATÓRIOS E TOXICOLOGIA LTDA,Boa Vista,RR,147258,EIXO 36X48,1596,Mateus Carvalho,5402.28,4727.00,675.285,0.125
459,2024-11-29 17:50:27,16,1698,LAB. MEDICO DR. MARICONDI LTDA,Rio Branco,AC,258369,EIXO 48X48,1254,Larissa Barbosa,23417.62,20490.42,2927.2025,0.125
460,2024-09-22 14:13:29,16,1698,LAB. MEDICO DR. MARICONDI LTDA,Rio Branco,AC,951236,PORTA PALETE ,2369,Mariana Dias,18411.66,16110.20,2301.4575,0.125
461,2024-08-24 06:25:03,27,2787,TATIANE FLORES,Brasília,DF,325874,SUPORTE PORTA,2425,Bruno Rodrigues,9269.71,8111.00,1158.71375,0.125
462,2025-02-03 20:38:46,34,3488,MASTER DIAGNOSTICA PROD.LAB. E HOSP. LTDA,São Luís,MA,753698,PALETE PEQUENO,1478,Ricardo Almeida,23654.31,20697.52,2956.78875,0.125
463,2025-06-29 03:04:06,30,3089,VITAL SYSTEMS ,Salvador,BA,357412,PALETE MEDIO,1241,Gabriela Rocha,7324.98,6409.36,915.6225,0.125
464,2025-01-14 09:53:01,15,1599,HEMOLAB LAB. HEMAT. ANAL. CLINICAS,Macapá,AP,357896,PALETE GRANDE,1241,Gabriela Rocha,6065.34,5307.17,758.1675,0.125
465,2025-06-09 08:21:42,10,1012,LAB. DE ANALISES CLINICAS LORENA LTDA ME,Campinas,SP,985214,REFRIGERADOR TS4,8745,João Silva,6838.84,5983.99,854.855,0.125
466,2025-06-27 00:26:06,33,3388,MUNICIPIO DE CUIABA,Cuiabá,MT,985214,REFRIGERADOR TS4,1596,Mateus Carvalho,5452.10,4770.59,681.5125,0.125
467,2024-10-27 10:02:17,14,1488,SYNVIA LABORATÓRIOS E TOXICOLOGIA LTDA,Boa Vista,RR,123456,CARRO TRANSPORTE,9856,Juliana Ferreira,8422.89,7370.03,1052.86125,0.125
468,2025-07-03 15:10:18,10,1010,ASSOC. DAS PIONEIRAS SOCIAIS,São Paulo,SP,741852,GAVETA QUADRO,4748,Thiago Nascimento,20570.57,17999.25,2571.32125,0.125
469,2024-09-25 04:05:23,16,1698,LAB. MEDICO DR. MARICONDI LTDA,Rio Branco,AC,852963,MANOPLA TW12,6454,Gustavo Ribeiro,9929.45,8688.27,1241.18125,0.125
470,2024-11-26 15:57:54,11,1155,HEMOCLIN CLINICA HEMATOLOGICA LTDA,Florianópolis,SC,963852,MANOPLA TW24,1596,Mateus Carvalho,23430.89,20502.03,2928.86125,0.125
471,2024-10-08 03:03:13,26,2688,ZOOGENE LAB. ANIMAL LTDA,Curitiba,PR,852741,MANOPLA ZW64,5859,Carlos Souza,3193.62,2794.42,399.2025,0.125
472,2025-01-01 16:02:08,30,3089,VITAL SYSTEMS ,Salvador,BA,963741,MANOPLA ZW90,9897,Felipe Araújo,10864.83,9506.73,1358.10375,0.125
473,2024-09-21 06:49:20,35,3598,BIOVALENT PRODUTOS E EQUIP. LABORATORIAIS LTDA ME,Manaus,AM,789456,EIXO 12X48,1478,Ricardo Almeida,6234.76,5455.42,779.345,0.125
474,2025-01-13 19:18:48,30,3089,VITAL SYSTEMS ,Salvador,BA,123798,EIXO 24X48,3256,Letícia Moreira,16590.22,14516.44,2073.7775,0.125
475,2025-01-08 19:37:56,13,1315,LEMOS LAB. DE ANALISES CLINICAS S/S LTDA,Natal,RN,147258,EIXO 36X48,5859,Carlos Souza,18498.93,16186.56,2312.36625,0.125
476,2025-05-17 16:06:48,36,3688,GL REPRESENTACOES,Vitória,ES,258369,EIXO 48X48,2425,Bruno Rodrigues,6423.91,5620.92,802.98875,0.125
477,2025-06-13 10:09:16,18,1887,LABORCENTER FRANCAII,João Pessoa,PB,951236,PORTA PALETE ,1616,Lucas Cardoso,5928.94,5187.82,741.1175,0.125
478,2025-08-06 04:21:42,13,1315,LEMOS LAB. DE ANALISES CLINICAS S/S LTDA,Natal,RN,325874,SUPORTE PORTA,1616,Lucas Cardoso,5577.34,4880.17,697.1675,0.125
479,2024-12-04 07:31:06,10,1010,ASSOC. DAS PIONEIRAS SOCIAIS,São Paulo,SP,753698,PALETE PEQUENO,1616,Lucas Cardoso,5703.87,4990.89,712.98375,0.125
480,2024-11-19 08:16:00,10,1012,LAB. DE ANALISES CLINICAS LORENA LTDA ME,Campinas,SP,357412,PALETE MEDIO,4748,Thiago Nascimento,24387.30,21338.89,3048.4125,0.125
481,2024-09-07 01:23:27,18,1887,LABORCENTER FRANCAII,João Pessoa,PB,357896,PALETE GRANDE,3256,Letícia Moreira,8027.84,7024.36,1003.48,0.125
482,2025-06-22 06:10:32,27,2787,TATIANE FLORES,Brasília,DF,985214,REFRIGERADOR TS4,2425,Bruno Rodrigues,10456.90,9149.79,1307.1125,0.125
483,2025-04-08 06:18:01,20,2098,QUIBASA - QUIMICA BASICA LTDA,Palmas,TO,985214,REFRIGERADOR TS4,1010,Maria Santos,21521.22,18831.07,2690.1525,0.125
484,2025-05-11 22:03:28,15,1599,HEMOLAB LAB. HEMAT. ANAL. CLINICAS,Macapá,AP,123456,CARRO TRANSPORTE,1616,Lucas Cardoso,2758.85,2317.43,441.416,0.16
485,2025-08-02 08:29:34,28,2888,LUIZ BATISTA EIRELI,Porto Velho,RO,741852,GAVETA QUADRO,7539,Rafael Pereira,23868.68,20049.69,3818.9888,0.16
486,2025-03-01 15:01:13,23,2388,DIAFARMA PROD. P/LABORATORIOS LTDA,Fortaleza,CE,852963,MANOPLA TW12,2369,Mariana Dias,24024.38,20180.48,3843.9008,0.16
487,2024-10-25 22:23:48,12,1254,EXLAB - LABORATORIO DE ANALISES CLINICAS LTDA,Goiânia,GO,963852,MANOPLA TW24,4748,Thiago Nascimento,9078.29,7625.76,1452.5264,0.16
488,2025-03-10 04:23:07,24,2488,A&C LABOR ASSIST. TECNICA HOSPITALAR LTDA ME,Teresina,PI,852741,MANOPLA ZW64,5859,Carlos Souza,7064.33,5934.04,1130.2928,0.16
489,2025-07-25 16:49:39,36,3688,GL REPRESENTACOES,Vitória,ES,963741,MANOPLA ZW90,1516,Beatriz Gomes,24353.69,20457.10,3896.5904,0.16
490,2025-08-14 12:47:05,28,2888,LUIZ BATISTA EIRELI,Porto Velho,RO,789456,EIXO 12X48,1478,Ricardo Almeida,5261.53,4419.69,841.8448,0.16
491,2025-03-14 12:27:22,30,3089,VITAL SYSTEMS ,Salvador,BA,123798,EIXO 24X48,7531,Pedro Costa,15964.20,13409.93,2554.272,0.16
492,2025-03-11 10:33:04,26,2688,ZOOGENE LAB. ANIMAL LTDA,Curitiba,PR,147258,EIXO 36X48,8521,Tatiana Lopes,11081.63,9308.57,1773.0608,0.16
493,2024-09-26 18:09:20,26,2688,ZOOGENE LAB. ANIMAL LTDA,Curitiba,PR,258369,EIXO 48X48,1254,Larissa Barbosa,4988.46,4190.31,798.1536,0.16
494,2025-02-09 06:52:35,28,2888,LUIZ BATISTA EIRELI,Porto Velho,RO,951236,PORTA PALETE ,4748,Thiago Nascimento,16960.51,14246.83,2713.6816,0.16
495,2025-03-03 15:05:27,10,1012,LAB. DE ANALISES CLINICAS LORENA LTDA ME,Campinas,SP,325874,SUPORTE PORTA,1010,Maria Santos,7379.15,6198.49,1180.664,0.16
496,2024-12-17 04:39:36,30,3089,VITAL SYSTEMS ,Salvador,BA,753698,PALETE PEQUENO,4567,Camila Martins,2428.94,2040.31,388.6304,0.16
497,2025-05-30 12:35:55,13,1315,LEMOS LAB. DE ANALISES CLINICAS S/S LTDA,Natal,RN,357412,PALETE MEDIO,4879,Vanessa Correia,11243.30,9444.37,1798.928,0.16
498,2025-07-27 03:39:27,17,1789,ANIMA CENTRO HOSPITALAR LTDA,Campo Grande,MS,357896,PALETE GRANDE,5514,Priscila Campos,12126.39,10186.17,1940.2224,0.16
499,2024-09-27 08:45:28,28,2888,LUIZ BATISTA EIRELI,Porto Velho,RO,985214,REFRIGERADOR TS4,2425,Bruno Rodrigues,9269.71,7786.56,1483.1536,0.16
500,2025-04-10 19:42:41,32,3287,VITALLIS DIAGNOSTICA LTDA,Belo Horizonte,MG,985214,REFRIGERADOR TS4,6568,Leandro Pinto,23200.52,19488.44,3712.0832,0.16
501,2024-12-04 15:52:13,28,2888,LUIZ BATISTA EIRELI,Porto Velho,RO,123456,CARRO TRANSPORTE,1241,Gabriela Rocha,14808.25,12438.93,2369.32,0.16
502,2024-12-11 22:58:23,10,1012,LAB. DE ANALISES CLINICAS LORENA LTDA ME,Campinas,SP,741852,GAVETA QUADRO,1254,Larissa Barbosa,17164.13,14417.87,2746.2608,0.16
503,2025-04-23 02:14:26,18,1887,LABORCENTER FRANCAII,João Pessoa,PB,852963,MANOPLA TW12,1596,Mateus Carvalho,24474.61,20558.67,3915.9376,0.16
504,2025-02-23 13:56:16,12,1254,EXLAB - LABORATORIO DE ANALISES CLINICAS LTDA,Goiânia,GO,963852,MANOPLA TW24,1254,Larissa Barbosa,5452.10,4579.76,872.336,0.16
505,2024-11-16 09:56:06,10,1012,LAB. DE ANALISES CLINICAS LORENA LTDA ME,Campinas,SP,852741,MANOPLA ZW64,2369,Mariana Dias,3193.62,2682.64,510.9792,0.16
506,2024-09-29 08:55:11,28,2888,LUIZ BATISTA EIRELI,Porto Velho,RO,963741,MANOPLA ZW90,2425,Bruno Rodrigues,4007.24,3366.08,641.1584,0.16
507,2024-09-30 16:31:25,21,2189,ANDREY PAIXAO SILVA,Recife,PE,789456,EIXO 12X48,1478,Ricardo Almeida,4577.98,3845.50,732.4768,0.16
508,2025-01-17 22:35:56,35,3598,BIOVALENT PRODUTOS E EQUIP. LABORATORIAIS LTDA ME,Manaus,AM,123798,EIXO 24X48,1241,Gabriela Rocha,3519.32,2956.23,563.0912,0.16
509,2025-03-06 18:00:29,31,3188,ADDLIFE DIAGNOSTICOS LTDA,Belém,PA,147258,EIXO 36X48,1241,Gabriela Rocha,8221.72,6906.24,1315.4752,0.16
510,2025-03-09 19:04:25,35,3598,BIOVALENT PRODUTOS E EQUIP. LABORATORIAIS LTDA ME,Manaus,AM,258369,EIXO 48X48,8745,João Silva,5890.19,4947.76,942.4304,0.16
511,2025-07-19 07:47:51,27,2787,TATIANE FLORES,Brasília,DF,951236,PORTA PALETE ,1596,Mateus Carvalho,5526.55,4642.30,884.248,0.16
512,2025-06-26 18:43:38,22,2288,BRUNA CUTAIT ME,Porto Alegre,RS,325874,SUPORTE PORTA,9856,Juliana Ferreira,4303.58,3615.01,688.5728,0.16
513,2025-04-18 20:57:55,22,2288,BRUNA CUTAIT ME,Porto Alegre,RS,753698,PALETE PEQUENO,4748,Thiago Nascimento,3582.94,3009.67,573.2704,0.16
514,2025-01-07 06:35:00,22,2288,BRUNA CUTAIT ME,Porto Alegre,RS,357412,PALETE MEDIO,6454,Gustavo Ribeiro,5066.33,4255.72,810.6128,0.16
515,2024-11-28 08:52:19,26,2688,ZOOGENE LAB. ANIMAL LTDA,Curitiba,PR,357896,PALETE GRANDE,1596,Mateus Carvalho,16115.45,13536.98,2578.472,0.16
516,2024-09-23 14:09:24,26,2688,ZOOGENE LAB. ANIMAL LTDA,Curitiba,PR,985214,REFRIGERADOR TS4,5859,Carlos Souza,5258.00,4416.72,841.28,0.16
517,2024-11-30 09:50:24,36,3688,GL REPRESENTACOES,Vitória,ES,985214,REFRIGERADOR TS4,9897,Felipe Araújo,5043.96,4236.93,807.0336,0.16
518,2024-12-19 19:08:04,25,2589,HOREBE DIAGNOSTICA PROTUTOS LABORATORIAIS LTDA,Aracaju,SE,123456,CARRO TRANSPORTE,1478,Ricardo Almeida,19174.85,16106.87,3067.976,0.16
519,2024-10-27 07:59:18,30,3089,VITAL SYSTEMS ,Salvador,BA,741852,GAVETA QUADRO,3256,Letícia Moreira,2708.25,2274.93,433.32,0.16
520,2024-10-18 12:40:43,20,2098,QUIBASA - QUIMICA BASICA LTDA,Palmas,TO,852963,MANOPLA TW12,5859,Carlos Souza,8539.51,7173.19,1366.3216,0.16
521,2025-06-17 11:51:15,13,1315,LEMOS LAB. DE ANALISES CLINICAS S/S LTDA,Natal,RN,963852,MANOPLA TW24,2425,Bruno Rodrigues,13237.69,11119.66,2118.0304,0.16
522,2025-04-04 08:41:26,34,3488,MASTER DIAGNOSTICA PROD.LAB. E HOSP. LTDA,São Luís,MA,852741,MANOPLA ZW64,1616,Lucas Cardoso,8542.69,7175.86,1366.8304,0.16
523,2025-03-07 02:51:11,14,1488,SYNVIA LABORATÓRIOS E TOXICOLOGIA LTDA,Boa Vista,RR,963741,MANOPLA ZW90,1616,Lucas Cardoso,13634.72,11453.16,2181.5552,0.16
524,2024-11-18 19:53:12,19,1958,LAB. PASTEUR LTDA,Rio de Janeiro,RJ,789456,EIXO 12X48,1616,Lucas Cardoso,147984.00,124306.56,23677.44,0.16
525,2024-10-20 23:30:18,10,1012,LAB. DE ANALISES CLINICAS LORENA LTDA ME,Campinas,SP,123798,EIXO 24X48,4748,Thiago Nascimento,8709.54,7316.01,1393.5264,0.16
526,2024-12-01 06:58:58,11,1155,HEMOCLIN CLINICA HEMATOLOGICA LTDA,Florianópolis,SC,147258,EIXO 36X48,3256,Letícia Moreira,17761.93,14920.02,2841.9088,0.16
527,2024-12-11 23:44:16,12,1254,EXLAB - LABORATORIO DE ANALISES CLINICAS LTDA,Goiânia,GO,258369,EIXO 48X48,2425,Bruno Rodrigues,9388.48,7886.32,1502.1568,0.16
528,2025-07-30 02:22:27,11,1155,HEMOCLIN CLINICA HEMATOLOGICA LTDA,Florianópolis,SC,951236,PORTA PALETE ,1010,Maria Santos,9629.65,8088.91,1540.744,0.16
529,2025-08-04 05:26:45,35,3598,BIOVALENT PRODUTOS E EQUIP. LABORATORIAIS LTDA ME,Manaus,AM,325874,SUPORTE PORTA,1616,Lucas Cardoso,3623.93,3044.10,579.8288,0.16
530,2024-11-21 20:37:12,23,2388,DIAFARMA PROD. P/LABORATORIOS LTDA,Fortaleza,CE,753698,PALETE PEQUENO,7539,Rafael Pereira,23831.72,20018.64,3813.0752,0.16
531,2024-08-17 00:04:36,27,2787,TATIANE FLORES,Brasília,DF,357412,PALETE MEDIO,2369,Mariana Dias,9518.28,7995.36,1522.9248,0.16
532,2025-03-02 22:05:59,18,1887,LABORCENTER FRANCAII,João Pessoa,PB,357896,PALETE GRANDE,4748,Thiago Nascimento,3214.67,2700.32,514.3472,0.16
533,2025-06-29 02:55:11,11,1155,HEMOCLIN CLINICA HEMATOLOGICA LTDA,Florianópolis,SC,985214,REFRIGERADOR TS4,5859,Carlos Souza,9660.69,8114.98,1545.7104,0.16
534,2025-06-02 11:24:43,36,3688,GL REPRESENTACOES,Vitória,ES,985214,REFRIGERADOR TS4,1516,Beatriz Gomes,5333.26,4479.94,853.3216,0.16
535,2024-08-30 14:21:50,23,2388,DIAFARMA PROD. P/LABORATORIOS LTDA,Fortaleza,CE,123456,CARRO TRANSPORTE,1478,Ricardo Almeida,16590.22,13935.78,2654.4352,0.16
536,2024-08-22 04:25:52,34,3488,MASTER DIAGNOSTICA PROD.LAB. E HOSP. LTDA,São Luís,MA,741852,GAVETA QUADRO,7531,Pedro Costa,6604.94,5548.15,1056.7904,0.16
537,2025-01-03 23:26:45,30,3089,VITAL SYSTEMS ,Salvador,BA,852963,MANOPLA TW12,8521,Tatiana Lopes,16190.15,13599.73,2590.424,0.16
538,2025-01-20 13:41:22,11,1155,HEMOCLIN CLINICA HEMATOLOGICA LTDA,Florianópolis,SC,963852,MANOPLA TW24,1254,Larissa Barbosa,8609.22,7231.74,1377.4752,0.16
539,2024-11-24 13:05:14,33,3388,MUNICIPIO DE CUIABA,Cuiabá,MT,852741,MANOPLA ZW64,4748,Thiago Nascimento,9794.44,8227.33,1567.1104,0.16
540,2025-07-30 23:11:04,32,3287,VITALLIS DIAGNOSTICA LTDA,Belo Horizonte,MG,963741,MANOPLA ZW90,1010,Maria Santos,5928.94,4980.31,948.6304,0.16
541,2025-05-30 22:41:26,24,2488,A&C LABOR ASSIST. TECNICA HOSPITALAR LTDA ME,Teresina,PI,789456,EIXO 12X48,4567,Camila Martins,23760.19,19958.56,3801.6304,0.16
542,2025-01-10 13:57:54,35,3598,BIOVALENT PRODUTOS E EQUIP. LABORATORIAIS LTDA ME,Manaus,AM,123798,EIXO 24X48,4879,Vanessa Correia,15878.71,13338.12,2540.5936,0.16
543,2024-12-28 00:23:43,17,1789,ANIMA CENTRO HOSPITALAR LTDA,Campo Grande,MS,147258,EIXO 36X48,5514,Priscila Campos,1917.31,1610.54,306.7696,0.16
544,2024-10-24 16:39:36,31,3188,ADDLIFE DIAGNOSTICOS LTDA,Belém,PA,258369,EIXO 48X48,2425,Bruno Rodrigues,5235.45,4397.78,837.672,0.16
545,2025-06-12 16:52:33,33,3388,MUNICIPIO DE CUIABA,Cuiabá,MT,951236,PORTA PALETE ,6568,Leandro Pinto,8844.16,7429.09,1415.0656,0.16
546,2025-02-27 21:24:40,20,2098,TRANSPORTADORA 46 LTDA,Goiânia,GO,357412,PALETE MEDIO,7531,Pedro Costa,5111.53,4293.69,4623.8448,0.16
547,2025-07-20 03:21:50,17,1789,ANIMA CENTRO HOSPITALAR LTDA,Campo Grande,MS,753698,PALETE PEQUENO,1254,Larissa Barbosa,23385.03,19643.43,3741.6048,0.16
548,2024-10-26 14:25:49,34,3488,MASTER DIAGNOSTICA PROD.LAB. E HOSP. LTDA,São Luís,MA,357412,PALETE MEDIO,1596,Mateus Carvalho,7064.33,5934.04,1130.2928,0.16
549,2024-10-14 09:16:48,20,2098,QUIBASA - QUIMICA BASICA LTDA,Palmas,TO,357896,PALETE GRANDE,1254,Larissa Barbosa,10745.36,9026.10,1719.2576,0.16
550,2025-02-08 09:34:00,24,2488,A&C LABOR ASSIST. TECNICA HOSPITALAR LTDA ME,Teresina,PI,985214,REFRIGERADOR TS4,2369,Mariana Dias,3781.34,3176.33,605.0144,0.16
551,2025-06-06 06:46:30,16,1698,LAB. MEDICO DR. MARICONDI LTDA,Rio Branco,AC,985214,REFRIGERADOR TS4,2425,Bruno Rodrigues,22874.75,19214.79,3659.96,0.16
552,2025-06-14 04:03:32,11,1155,HEMOCLIN CLINICA HEMATOLOGICA LTDA,Florianópolis,SC,123456,CARRO TRANSPORTE,1478,Ricardo Almeida,19401.77,16297.49,3104.2832,0.16
553,2025-07-24 12:41:46,32,3287,VITALLIS DIAGNOSTICA LTDA,Belo Horizonte,MG,741852,GAVETA QUADRO,1241,Gabriela Rocha,4965.68,4171.17,794.5088,0.16
554,2024-12-23 18:41:52,22,2288,BRUNA CUTAIT ME,Porto Alegre,RS,852963,MANOPLA TW12,1241,Gabriela Rocha,4272.44,3588.85,683.5904,0.16
555,2025-03-23 15:53:44,14,1488,SYNVIA LABORATÓRIOS E TOXICOLOGIA LTDA,Boa Vista,RR,963852,MANOPLA TW24,8745,João Silva,9850.73,8274.61,1576.1168,0.16
556,2024-09-07 21:50:19,20,2098,QUIBASA - QUIMICA BASICA LTDA,Palmas,TO,852741,MANOPLA ZW64,1596,Mateus Carvalho,7348.53,6172.77,1175.7648,0.16
557,2025-02-18 14:27:03,25,2589,HOREBE DIAGNOSTICA PROTUTOS LABORATORIAIS LTDA,Aracaju,SE,963741,MANOPLA ZW90,9856,Juliana Ferreira,4098.18,3442.47,655.7088,0.16
558,2025-06-17 03:04:23,28,2888,LUIZ BATISTA EIRELI,Porto Velho,RO,789456,EIXO 12X48,4748,Thiago Nascimento,10987.25,9229.29,1757.96,0.16
559,2025-05-11 21:47:29,23,2388,DIAFARMA PROD. P/LABORATORIOS LTDA,Fortaleza,CE,123798,EIXO 24X48,6454,Gustavo Ribeiro,9778.53,8213.97,1564.5648,0.16
560,2025-04-30 14:15:59,32,3287,VITALLIS DIAGNOSTICA LTDA,Belo Horizonte,MG,147258,EIXO 36X48,1596,Mateus Carvalho,14751.78,12391.50,2360.2848,0.16
561,2025-02-16 08:12:30,23,2388,DIAFARMA PROD. P/LABORATORIOS LTDA,Fortaleza,CE,258369,EIXO 48X48,5859,Carlos Souza,1934.24,1624.76,309.4784,0.16
562,2024-09-08 08:13:44,20,2098,QUIBASA - QUIMICA BASICA LTDA,Palmas,TO,951236,PORTA PALETE ,9897,Felipe Araújo,7269.45,6106.34,1163.112,0.16
563,2025-07-02 03:34:07,24,2488,A&C LABOR ASSIST. TECNICA HOSPITALAR LTDA ME,Teresina,PI,325874,SUPORTE PORTA,1478,Ricardo Almeida,11765.87,9883.33,1882.5392,0.16
564,2024-09-29 20:29:37,10,1012,LAB. DE ANALISES CLINICAS LORENA LTDA ME,Campinas,SP,753698,PALETE PEQUENO,3256,Letícia Moreira,5739.75,4821.39,918.36,0.16
565,2025-01-25 01:44:06,23,2388,DIAFARMA PROD. P/LABORATORIOS LTDA,Fortaleza,CE,357412,PALETE MEDIO,5859,Carlos Souza,11565.26,9714.82,1850.4416,0.16
566,2025-02-23 08:44:44,10,1012,LAB. DE ANALISES CLINICAS LORENA LTDA ME,Campinas,SP,357896,PALETE GRANDE,2425,Bruno Rodrigues,5746.78,4827.30,919.4848,0.16
